Max_Demand_Day_MW,Shortage_During_Max_Demand_MW,Energy_Met_MU,Draw_Schedule_MU,OD_UD_MU,Max_OD_MU,Year,Month,Date
10042,2256,223.1999969,64.19999695,2.700000048,416,13,4,1
10811,1463,234.3999939,71.80000305,2.599999905,468,13,4,2
10340,2292,229.3999939,71.69999695,1.399999976,477,13,4,3
10048,2664,224,75.5,2.799999952,441,13,4,4
10837,1909,227.3000031,74.69999695,2.5,586,13,4,5
11197,1247,230.1999969,70.09999847,1.5,339,13,4,6
10760,1582,241.3000031,69,2.200000048,353,13,4,7
10129,1285,227.1999969,70.59999847,3.400000095,516,13,4,8
10129,2292,227.8000031,71.30000305,3.299999952,327,13,4,9
10700,2029,233.6999969,74.09999847,4.199999809,288,13,4,10
11335,1518,236.6999969,75.80000305,2.900000095,532,13,4,11
11009,1913,233.6999969,77.19999695,4,553,13,4,12
10443,2512,228.8999939,77.19999695,2.5,581,13,4,13
10191,2642,225.1000061,72.69999695,2.799999952,466,13,4,14
10782,1097,237.1999969,79.5,4.5,524,13,4,15
11313,605,224.3000031,79.80000305,1.700000048,370,13,4,16
11516,504,246.3000031,78.69999695,2.799999952,286,13,4,17
11126,1588,241.1000061,70.59999847,3.799999952,347,13,4,18
11072,604,243.6999969,71,1.899999976,302,13,4,19
10597,1704,236.3999939,72.40000153,3,358,13,4,20
11641,565,236,75.69999695,2.099999905,392,13,4,21
10201,1197,230.3000031,74,2.299999952,394,13,4,22
10546,1343,232.6000061,72.5,2.900000095,318,13,4,23
10840,1264,233.3999939,75.59999847,2.200000048,516,13,4,24
10109,1699,231.6000061,77.80000305,2.799999952,428,13,4,25
10864,1904,232.8999939,78.80000305,2.299999952,417,13,4,26
10287,2282,232.8000031,76,1.299999952,358,13,4,27
10775,1924,231.6999969,76.69999695,2.099999905,438,13,4,28
10890,497,241.8999939,77.09999847,1.600000024,363,13,4,29
10774,2032,238.3000031,76.90000153,3.599999905,383,13,4,30
10400,2261,233.3999939,75,3,409,13,5,1
9753,2203,220.1999969,70.40000153,3.5,460,13,5,2
10899,2331,225.8000031,65.59999847,2.400000095,453,13,5,3
11920,842,249.6000061,60.70000076,2.299999952,303,13,5,4
10903,1942,238.5,66.69999695,2.700000048,335,13,5,5
10164,2067,223.8000031,64.59999847,2.700000048,489,13,5,6
10420,2287,221.8999939,62.09999847,2.700000048,630,13,5,7
11200,1131,228.1999969,60.20000076,2.599999905,373,13,5,8
11733,1537,254.5,63,2.799999952,339,13,5,9
11905,542,259,62.20000076,1.299999952,654,13,5,10
11214,556,259.3999939,60.09999847,1,297,13,5,11
11443,590,258.6000061,59.20000076,-0.600000024,249,13,5,12
12097,580,257,56.29999924,-1.399999976,427,13,5,13
11395,568,250.6999969,58.09999847,-1.799999952,260,13,5,14
12006,613,267.2999878,59.20000076,-0.300000012,412,13,5,15
11872,583,265.8999939,58.40000153,-1.200000048,365,13,5,16
11740,1262,263.8999939,58.79999924,1.700000048,291,13,5,17
10615,1717,233.5,58.09999847,1.799999952,558,13,5,18
11006,1282,232.8999939,60.5,2.099999905,365,13,5,19
11004,876,239.6000061,61.29999924,3.599999905,427,13,5,20
11675,2700,238.8999939,63.5,1.799999952,609,13,5,21
12035,534,252.8000031,64.80000305,1.600000024,511,13,5,22
11394,569,262.8999939,65,-1.100000024,296,13,5,23
11665,558,260.3999939,61.90000153,-0.699999988,261,13,5,24
11630,615,264,59.59999847,-1.799999952,276,13,5,25
11250,602,255.1000061,55.70000076,-0.200000003,388,13,5,26
11008,400,241.3999939,56.59999847,0.600000024,448,13,5,27
11016,613,246.6999969,55.09999847,0.100000001,390,13,5,28
11022,540,250.8000031,56.40000153,1.299999952,698,13,5,29
11452,1891,246.1999969,58.20000076,1.200000048,457,13,5,30
10466,573,230.8000031,58.29999924,2.200000048,456,13,6,1
9934,1643,226.1999969,56.59999847,3.599999905,565,13,6,2
10370,578,224.6999969,60,-0.800000012,426,13,6,3
10995,574,238.6000061,60.29999924,0.400000006,534,13,6,5
11027,1271,246.3999939,61.09999847,-0.200000003,343,13,6,6
10759,526,245.1000061,61.29999924,-3.200000048,406,13,6,7
10849,573,242,61,-3.5,1416,13,6,8
11118,617,246.1000061,61,-0.899999976,388,13,6,9
10389,553,237.6999969,60.40000153,2.599999905,464,13,6,10
10854,598,238.3000031,59.20000076,-2.200000048,367,13,6,11
11088,566,247.3999939,59.79999924,-0.400000006,536,13,6,12
10584,620,243.3000031,62.29999924,-3.200000048,604,13,6,13
10795,583,241.6999969,56.40000153,-0.5,605,13,6,14
11415,586,251.3000031,59,0.600000024,365,13,6,15
11069,1103,248.1999969,58.70000076,2.900000095,490,13,6,16
10804,547,244.1999969,62.59999847,3.900000095,658,13,6,17
11231,577,251.6999969,64.80000305,2.099999905,306,13,6,18
11319,577,257,67.09999847,0.5,258,13,6,19
11277,603,258.2999878,70.5,1.299999952,483,13,6,20
11712,546,263.2000122,73.69999695,0,377,13,6,21
11854,565,266.5,72.30000305,2.400000095,307,13,6,22
11664,595,265.3999939,72.90000153,0.699999988,329,13,6,23
10816,556,249.3999939,73.80000305,0.200000003,253,13,6,24
11375,566,256,74.30000305,0.400000006,351,13,6,25
11218,616,254.1999969,73.09999847,0.800000012,452,13,6,26
11672,586,262,72.59999847,0.5,339,13,6,27
11732,591,263.2999878,68.19999695,-0.800000012,239,13,6,28
11570,587,258.3999939,69.19999695,0.200000003,268,13,6,30
10584,547,246,70.19999695,0.300000012,309,13,7,1
11693,594,256.3999939,77.69999695,0.100000001,290,13,7,2
11248,581,255.6999969,76.90000153,-3.5,289,13,7,3
11624,554,260.1000061,76.30000305,-0.899999976,315,13,7,4
11660,554,262,76.40000153,-0.400000006,278,13,7,5
11556,587,261.7999878,76.80000305,0.899999976,507,13,7,6
11321,607,258.2000122,75.59999847,-1.399999976,153,13,7,7
10394,548,237.3999939,75.40000153,0.400000006,268,13,7,8
11141,548,245.8999939,75.69999695,-1.100000024,140,13,7,9
11587,598,253.3000031,77.40000153,-0.400000006,274,13,7,10
11231,598,249.1999969,81.80000305,-1,235,13,7,11
11231,599,245,77.40000153,-0.899999976,442,13,7,12
11369,599,251.5,72.59999847,1.799999952,321,13,7,13
11375,586,254.6000061,72.40000153,-0.100000001,253,13,7,14
10792,489,244,82.19999695,0.300000012,278,13,7,15
11272,566,250.3999939,82.09999847,-0.100000001,295,13,7,16
11288,594,249.1999969,82.09999847,-0.100000001,358,13,7,17
11232,578,251.6000061,80.19999695,0.600000024,315,13,7,18
11324,578,251.6000061,81,0,233,13,7,19
11051,581,245.1000061,80,0.899999976,382,13,7,20
10346,591,238.8000031,77.80000305,2.5,592,13,7,21
10328,505,228.5,76.80000305,-1.399999976,340,13,7,22
11098,550,243,76.19999695,0.699999988,286,13,7,23
11619,550,246.8000031,76.69999695,3.099999905,339,13,7,24
11357,599,247.8999939,76.59999847,1.399999976,319,13,7,25
11487,564,242.3000031,76.59999847,-7.199999809,290,13,7,26
11347,576,253,75.59999847,-2.299999952,437,13,7,27
10859,543,246.1000061,75.19999695,-1.5,474,13,7,29
11493,542,254.8000031,75.40000153,-2.5,442,13,7,30
11551,588,261.6000061,75.40000153,-1.899999976,243,13,7,31
11794,566,258.5,73,1.5,436,13,8,1
11502,584,257.3999939,64.69999695,1,354,13,8,2
11765,558,260.1000061,63.59999847,0.899999976,362,13,8,3
11191,567,252.8999939,62.90000153,2,410,13,8,4
10674,561,238.3999939,64.30000305,1.600000024,410,13,8,5
10970,579,239,62,-0.300000012,381,13,8,6
11286,512,245.6000061,62.20000076,1.399999976,380,13,8,7
11470,565,245.3000031,63.90000153,-4.800000191,321,13,8,8
11150,503,253.5,64.19999695,-0.699999988,269,13,8,9
10993,538,246,63.70000076,-0.699999988,265,13,8,10
10715,562,236,61.70000076,1.5,376,13,8,11
9868,582,221.3000031,61.90000153,0.5,208,13,8,12
10363,574,229.6000061,63.09999847,1.399999976,374,13,8,13
10713,590,233.6999969,63.79999924,-4.099999905,318,13,8,14
9718,300,215,61.59999847,0.699999988,393,13,8,16
10620,510,228.3999939,67.19999695,-1.200000048,430,13,8,17
10650,300,225.3000031,65.69999695,-1.700000048,328,13,8,18
10063,234,219.6999969,61.59999847,1.299999952,291,13,8,19
11278,207,242.3999939,65.30000305,2.5,418,13,8,20
11015,200,243.5,68.19999695,2,337,13,8,21
11425,212,246.5,69.30000305,-1.600000024,615,13,8,22
11622,214,250.6999969,69.59999847,-3.099999905,379,13,8,23
11221,210,254,68.40000153,-4.699999809,349,13,8,24
11414,360,253.6000061,64.09999847,-5.900000095,349,13,8,25
11228,235,251.5,69.09999847,-1.5,259,13,8,26
11922,205,250.6000061,65.19999695,-2.099999905,428,13,8,27
12092,198,245.3000031,60.70000076,0.400000006,425,13,8,28
10558,1444,223.6999969,65,0.300000012,483,13,8,31
10613,1098,226.3000031,68.19999695,2.200000048,323,13,9,1
10310,229,227.6000061,66.5,3,485,13,9,2
10741,1339,231.1000061,64.90000153,1.899999976,337,13,9,3
11657,205,241.8999939,60.40000153,-0.100000001,409,13,9,4
11657,189,240.6999969,62,0.200000003,305,13,9,5
11655,201,254.8999939,63.70000076,-1.899999976,186,13,9,6
11224,206,248.6000061,63.20000076,0.100000001,212,13,9,7
10910,208,233.5,61.5,-0.5,148,13,9,8
9843,219,220.3000031,62.40000153,1.200000048,447,13,9,9
10098,204,217.8000031,64.19999695,2.900000095,215,13,9,10
11162,218,230.1999969,71.40000153,0.400000006,371,13,9,11
10903,202,228.6000061,72.5,1,348,13,9,12
10779,180,228.6000061,72.30000305,0.899999976,251,13,9,13
11074,190,231,73.59999847,0.800000012,484,13,9,14
10345,222,222.8000031,73.09999847,2.599999905,250,13,9,16
11339,187,237.5,78.40000153,0.600000024,423,13,9,17
10963,211,240.5,75.30000305,4.199999809,510,13,9,18
11457,195,243.3999939,82.19999695,5.300000191,643,13,9,19
11504,211,248,85.59999847,4.199999809,345,13,9,20
11931,188,247,83,0.200000003,692,13,9,22
10888,198,244.6000061,69.40000153,3.5,495,13,9,23
11901,222,263.3999939,74.30000305,1.799999952,424,13,9,25
12218,207,261.7000122,75.19999695,1.399999976,439,13,9,26
12101,200,263.6000061,71.30000305,2.799999952,568,13,9,27
12106,190,265.2000122,72,1.399999976,434,13,9,28
12035,183,267.7999878,72.30000305,2,318,13,9,29
11310,213,255.5,72.40000153,2.599999905,380,13,9,30
12013,203,264.7999878,69.59999847,0.5,297,13,10,1
12118,309,270,80.69999695,1.5,322,13,10,2
10958,530,252.1000061,72.09999847,0.5,272,13,10,3
11550,667,258.2999878,64,0.400000006,194,13,10,4
11850,633,262.2000122,61.20000076,-1.5,312,13,10,5
11863,671,262.6000061,57.59999847,0.100000001,334,13,10,6
11322,627,255.3000031,67.90000153,1.100000024,294,13,10,7
12056,525,264.8999939,72.5,-0.300000012,281,13,10,8
11193,654,254.3999939,77.80000305,-1.700000048,256,13,10,9
11156,657,246.1999969,76.69999695,-1.399999976,287,13,10,10
11415,643,245,79.19999695,-2.099999905,156,13,10,11
11416,610,251.6000061,77.19999695,1.399999976,402,13,10,12
11495,651,251.8000031,75.09999847,2.299999952,361,13,10,13
9909,669,223.8999939,66.09999847,-7.400000095,378,13,10,14
11290,615,245.8000031,62.79999924,0.400000006,314,13,10,15
11137,672,248.8999939,69.40000153,-1.200000048,337,13,10,17
11126,667,246.8000031,75.80000305,-3.200000048,202,13,10,18
11105,1024,245.5,77.90000153,-1.799999952,372,13,10,19
10221,1763,232.3999939,72.80000305,-3.299999952,521,13,10,20
9584,614,214.3000031,72.30000305,-3.400000095,222,13,10,21
10424,671,218.8999939,67,-2.700000048,223,13,10,22
10684,683,225.3999939,72.30000305,-0.800000012,262,13,10,23
10863,612,231.1000061,77.5,-1.399999976,198,13,10,24
10868,619,236,81,-0.600000024,174,13,10,25
11464,650,241.8999939,76.69999695,0.5,341,13,10,26
10769,688,236.3999939,69.40000153,2.200000048,452,13,10,27
10523,623,236.1999969,69.69999695,2.599999905,415,13,10,28
11552,693,246.3000031,66.09999847,2,529,13,10,29
10658,1661,237.6000061,68.19999695,2.700000048,411,13,10,30
10839,1971,240.3000031,68.5,1.100000024,298,13,10,31
11438,666,253.3000031,87.80000305,-1.700000048,241,13,11,1
11017,639,237.3999939,71,0.200000003,321,13,11,2
9599,462,201.6000061,69.80000305,-2.400000095,170,13,11,3
8965,563,193.6999969,67.19999695,-0.800000012,217,13,11,4
9760,641,205,74.30000305,-0.899999976,232,13,11,5
10095,659,212.1999969,73.69999695,0.300000012,357,13,11,6
10125,667,220.1000061,72.80000305,1.5,397,13,11,7
10428,1582,224,69.5,0.899999976,637,13,11,8
10492,1502,228.6999969,75.30000305,1.600000024,252,13,11,9
10497,1841,229.3999939,72.09999847,3,342,13,11,10
10272,1201,230.6999969,75.69999695,2.5,417,13,11,11
10456,1836,225.5,75,-3.400000095,456,13,11,12
10466,1653,232.3000031,75,1.600000024,420,13,11,13
9984,2394,228.1000061,70.40000153,1.600000024,362,13,11,14
9563,2512,221.6000061,67.19999695,2.799999952,524,13,11,15
10011,2335,227.6000061,70.80000305,3.5,510,13,11,16
9355,1109,213.8999939,66.19999695,2.400000095,321,13,11,17
8831,1472,195.3000031,66.40000153,3.299999952,415,13,11,18
9421,1884,201.8000031,67.09999847,1.799999952,419,13,11,19
9001,2192,200.3999939,66.59999847,4.099999905,408,13,11,20
9194,2424,204.6000061,66.69999695,1,340,13,11,21
9004,2680,200,66.30000305,2.599999905,572,13,11,22
9211,2586,204.8999939,65.80000305,3.400000095,485,13,11,23
9265,2480,205.3000031,70.69999695,1.200000048,361,13,11,24
8651,1618,194.8999939,67.40000153,1.600000024,325,13,11,25
9404,2335,207,68.59999847,3,438,13,11,26
9165,2519,208.6999969,63.79999924,3.700000048,463,13,11,27
9723,2601,217.1999969,66.19999695,1.799999952,503,13,11,28
9841,2507,221.3999939,66.09999847,3,491,13,11,29
9584,2289,215.8000031,64.59999847,3.099999905,473,13,11,30
10070,2171,225.6999969,67.69999695,4,436,13,12,1
9792,645,226.8999939,71.80000305,-0.200000003,393,13,12,2
10198,1087,219.8000031,66.80000305,-0.400000006,419,13,12,3
10584,707,228.8000031,71,-1,344,13,12,4
10655,820,228.1999969,71.40000153,0.800000012,289,13,12,5
10229,1489,228.1999969,68.5,2.599999905,375,13,12,6
10648,1317,227.3000031,70.80000305,2.599999905,357,13,12,7
10309,1585,226.5,74.30000305,4.5,396,13,12,8
10485,625,229,76.80000305,6.099999905,324,13,12,9
10147,1456,223.3999939,72.5,1.700000048,368,13,12,10
11118,1177,239,76,1.600000024,282,13,12,11
11051,2023,240.8000031,76.69999695,5.900000095,437,13,12,12
10528,720,230.8000031,76.69999695,1.5,547,13,12,13
10450,678,223.1999969,75.09999847,1.200000048,368,13,12,14
10530,1885,227.3999939,75.5,1.100000024,369,13,12,15
10070,0,220.3000031,71.90000153,-0.600000024,514,13,12,16
10253,1781,223.8000031,68.90000153,0.899999976,474,13,12,17
10971,706,236.1000061,70.19999695,-0.100000001,333,13,12,18
11356,1529,240.8000031,69.19999695,1.899999976,361,13,12,19
11279,1283,237.6000061,71.40000153,-0.800000012,395,13,12,20
11379,1357,246.8000031,71.80000305,0.600000024,360,13,12,21
11784,632,248.8999939,70.80000305,0,303,13,12,22
11183,688,240.6000061,69.59999847,0.600000024,340,13,12,23
11631,731,244.5,69.90000153,-0.5,435,13,12,24
11789,1608,247.1000061,71.90000153,2.099999905,448,13,12,25
10850,1384,235.6999969,73,1.5,393,13,12,26
11112,995,237,72.5,0.899999976,482,13,12,27
10827,650,236.8000031,71.40000153,0.899999976,393,13,12,28
11330,641,245.5,77.19999695,1.100000024,315,13,12,29
11347,654,240.1999969,80.40000153,-1,466,13,12,30
11770,1718,248.3999939,80.59999847,-0.600000024,307,13,12,31
11863,728,252.6999969,79.09999847,-0.100000001,562,14,1,1
11924,683,245.3000031,77.80000305,-0.100000001,364,14,1,2
11816,702,247.6999969,83.19999695,1.299999952,382,14,1,3
11887,687,253.8000031,84.5,-0.100000001,396,14,1,4
12111,698,252.1999969,84.69999695,0,396,14,1,5
11311,678,243.8999939,80.19999695,1.200000048,310,14,1,6
11737,733,254.5,83.09999847,1,287,14,1,7
12635,759,262.2999878,81.90000153,3.200000048,249,14,1,8
12297,730,256.6000061,81.19999695,0.699999988,310,14,1,9
12313,683,254.6000061,80.5,-0.400000006,419,14,1,10
12201,676,255.3000031,75.59999847,1.299999952,326,14,1,11
11975,739,256.2999878,70.19999695,1.299999952,330,14,1,12
11629,709,248.8000031,74,2.200000048,340,14,1,13
11605,656,253.6000061,76.90000153,1.600000024,426,14,1,14
10799,636,224,76.90000153,1.600000024,300,14,1,15
9987,634,202.1000061,71.59999847,-5.599999905,380,14,1,16
10313,630,217,71.19999695,3.799999952,464,14,1,17
11339,734,237.5,81.90000153,0.699999988,312,14,1,18
11674,699,246.3000031,89,-1,424,14,1,19
11288,737,240.1000061,90.80000305,0.899999976,346,14,1,20
11774,755,243.3000031,85.90000153,-2.299999952,333,14,1,21
11377,658,245.8000031,87.19999695,-0.300000012,288,14,1,22
12126,719,252.1999969,86.69999695,-1.200000048,502,14,1,23
12120,150,251.1999969,90.69999695,-0.899999976,547,14,1,24
12358,685,258.1000061,94.19999695,-0.699999988,314,14,1,25
12201,756,253.5,93.59999847,-0.300000012,380,14,1,26
11210,676,234.1000061,94,-0.5,323,14,1,27
11671,746,244.3999939,89.80000305,0.5,583,14,1,28
12167,771,252.8999939,91.90000153,1.399999976,377,14,1,29
12799,1044,252.3999939,93.69999695,2.5,444,14,1,30
11988,1377,251.5,88.19999695,2.799999952,374,14,1,31
11672,757,253.8999939,84.5,2.099999905,350,14,2,1
12037,866,258.1000061,83.19999695,3.599999905,431,14,2,2
11141,636,250,82.80000305,1.200000048,391,14,2,3
11929,737,250,76.69999695,2.799999952,299,14,2,4
11462,1577,251.6999969,78,3.599999905,426,14,2,5
11416,1446,247.6999969,81.30000305,2.299999952,317,14,2,6
11415,864,251.8999939,82,2.299999952,503,14,2,7
11412,735,253.6999969,84.30000305,2.900000095,305,14,2,8
11849,760,260.7999878,88.69999695,0.5,1288,14,2,9
11253,733,245,91,-0.800000012,282,14,2,10
11344,706,251.1999969,93.5,0.200000003,305,14,2,11
11620,777,255.1000061,90.30000305,1.299999952,287,14,2,12
11864,794,258.3999939,91.69999695,1.399999976,323,14,2,13
11966,799,263,93.40000153,3.099999905,341,14,2,14
11713,761,261.7000122,92.5,1.5,376,14,2,15
11824,845,258.2000122,91.80000305,1.799999952,317,14,2,16
11114,690,248.1000061,86.19999695,0.200000003,382,14,2,17
11577,1308,254.1000061,93.90000153,4.5,472,14,2,18
11392,1377,252,87.90000153,4.199999809,454,14,2,19
11324,1516,249.1000061,82.69999695,1.899999976,486,14,2,20
11399,1443,253.8000031,85,3.200000048,443,14,2,21
11766,745,259.7000122,87.09999847,3.799999952,523,14,2,22
11759,657,261.1000061,87.09999847,3.700000048,302,14,2,23
11016,659,249.8000031,83,1.299999952,394,14,2,24
11881,753,257.2000122,85.80000305,3.700000048,344,14,2,25
11652,628,251.1999969,87.19999695,2.099999905,327,14,2,26
11979,1184,252.6000061,85.59999847,1.200000048,412,14,2,27
11600,855,254,90.19999695,2.400000095,406,14,2,28
11601,1400,257,92.59999847,2.900000095,509,14,3,1
11597,767,252.3000031,91.5,0.699999988,296,14,3,2
11366,693,249.8000031,92.5,0.899999976,353,14,3,3
11383,1188,250.5,91,1.200000048,376,14,3,4
11411,1404,253.8000031,86.40000153,2.599999905,432,14,3,5
11829,697,267.3999939,92.40000153,1.700000048,450,14,3,6
11863,1241,264.5,91.19999695,1.200000048,619,14,3,7
11779,756,261.7000122,89.30000305,1.799999952,449,14,3,8
12106,356,266.6000061,88.80000305,1,391,14,3,9
11363,703,257.7999878,85.40000153,0.100000001,320,14,3,10
12164,743,265.2000122,93.09999847,-1.700000048,249,14,3,11
12444,798,267.2999878,89.40000153,-3.099999905,496,14,3,12
11820,788,262,86.5,-1.399999976,575,14,3,13
12150,811,266.8999939,84.90000153,-1.299999952,377,14,3,14
11650,751,266.7000122,89.59999847,-1.5,389,14,3,15
11735,741,264.2999878,94.19999695,0.400000006,389,14,3,16
11635,659,259.5,93,0.600000024,411,14,3,17
11835,757,262.8999939,92.40000153,0.200000003,443,14,3,18
11782,696,262.2999878,92.09999847,-0.800000012,552,14,3,19
12004,977,268.2999878,93.69999695,0.200000003,467,14,3,20
11488,2465,256.5,86.69999695,0.200000003,619,14,3,21
11358,2383,250.8000031,87.40000153,0.899999976,601,14,3,22
11224,1308,262.2000122,89.80000305,1,447,14,3,23
11928,668,273.6000061,100.0999985,6.599999905,451,14,3,24
12380,752,273.7000122,98.09999847,0,368,14,3,25
12370,801,283.6000061,99.40000153,-0.200000003,308,14,3,26
12650,778,285.2000122,99.40000153,-0.100000001,314,14,3,27
12281,1326,273.2000122,97.59999847,1.200000048,654,14,3,28
12078,754,267.1000061,95.40000153,0.600000024,373,14,3,29
14028,1926,267,91,2.5,461,14,3,30
11404,725,262.3999939,88.30000305,3.400000095,360,14,3,31
12263,743,271.6000061,91.40000153,5.599999905,510,14,4,1
12551,735,276.8999939,91.80000305,0.200000003,542,14,4,2
11705,1477,276,91.5,4.800000191,532,14,4,3
11629,1800,268.2000122,91.19999695,7.199999809,568,14,4,4
11737,2344,266.2999878,91.09999847,5.5,516,14,4,5
11215,2225,256.1000061,92.90000153,2.900000095,468,14,4,6
11317,1392,256,93.80000305,2.099999905,404,14,4,7
11917,1165,269.7000122,99.40000153,4,338,14,4,8
12305,768,274.2000122,99.30000305,2.200000048,509,14,4,9
12398,735,285.2000122,99.90000153,5.400000095,353,14,4,10
11577,1238,263.8999939,99.5,0.699999988,528,14,4,11
12505,769,279.3999939,98.80000305,1.799999952,543,14,4,12
12098,738,274,99,1.700000048,261,14,4,13
11541,745,268.5,98.90000153,3.799999952,380,14,4,14
11547,680,267.6000061,97,-2.299999952,358,14,4,15
12277,790,273.6000061,96.80000305,-0.5,518,14,4,16
12358,782,276.7000122,98.59999847,0.5,333,14,4,17
12747,899,289.3999939,102.9000015,1.899999976,368,14,4,18
12397,835,286.6000061,100.0999985,0.100000001,293,14,4,19
12371,716,278.7000122,101.8000031,-0.899999976,384,14,4,20
11531,703,262.2000122,89.69999695,1.299999952,679,14,4,21
12369,1345,274.3999939,93.40000153,1.299999952,299,14,4,22
12344,1466,280.8999939,96,1.5,355,14,4,23
12740,894,289.7000122,96.80000305,0.400000006,320,14,4,24
11774,383,258.3999939,96.90000153,-6.199999809,381,14,4,25
12616,773,278.1000061,91.30000305,0.100000001,307,14,4,26
12332,673,280.5,91,1.100000024,431,14,4,27
12267,676,270.2000122,97.19999695,-0.899999976,361,14,4,28
12398,1275,279.1000061,97.5,1.299999952,289,14,4,29
12237,1500,279.5,98.90000153,1.200000048,327,14,4,30
12120,75,276.1000061,93.90000153,0.600000024,580,14,5,1
11883,681,273.2999878,89.80000305,1.399999976,393,14,5,2
12103,1145,273.1000061,95.59999847,1.399999976,369,14,5,3
12010,777,274.5,91.69999695,1.100000024,401,14,5,4
11625,657,276.7000122,98.5,5.800000191,304,14,5,5
11441,795,265,91.59999847,-1.100000024,411,14,5,6
11750,745,257.6000061,92.09999847,0.100000001,357,14,5,7
9970,743,227.3999939,82.69999695,-1.200000048,365,14,5,8
10030,690,225.1999969,82.80000305,-1.399999976,520,14,5,9
10584,781,237.8999939,85.30000305,0.800000012,398,14,5,10
11402,785,253.8999939,85.19999695,1.200000048,331,14,5,11
10502,773,245.3000031,86,1.899999976,399,14,5,12
11486,765,256.6000061,84.69999695,0.200000003,661,14,5,13
11972,761,270.1000061,79.59999847,2.799999952,368,14,5,14
12154,793,276.7000122,74.69999695,2.799999952,386,14,5,15
12263,732,274.6000061,73.30000305,0.600000024,349,14,5,16
12991,782,290.1000061,78.80000305,-1,219,14,5,17
12309,791,283.7000122,87.30000305,0,316,14,5,18
11581,694,263.6000061,90.09999847,0.899999976,289,14,5,19
12271,1453,263.2000122,84.5,1.100000024,372,14,5,20
11969,766,273.7000122,85.59999847,0.100000001,349,14,5,21
12594,675,282.5,88.80000305,0.200000003,391,14,5,22
12310,658,281,87.09999847,-1.299999952,335,14,5,23
12670,725,282.6000061,84.5,1.399999976,320,14,5,24
11530,770,266.3999939,79.09999847,-0.300000012,320,14,5,25
11820,686,261.7000122,78.69999695,3.700000048,361,14,5,26
12073,778,268.2999878,79.69999695,1.600000024,342,14,5,27
11815,716,258.2000122,80.80000305,1.399999976,506,14,5,28
11059,668,248.8999939,83.30000305,2.900000095,370,14,5,29
11665,660,264.2000122,84.40000153,0.800000012,430,14,5,30
12000,670,275.6000061,84.69999695,1,417,14,5,31
11991,680,274.7000122,78.09999847,1.100000024,387,14,6,1
11564,0,267.7000122,80.40000153,-1.299999952,418,14,6,2
11435,0,270.8999939,79.40000153,-3.799999952,939,14,6,3
11389,1935,252.3000031,71.5,-0.400000006,634,14,6,4
12365,0,276.3999939,83.59999847,-2.400000095,415,14,6,5
12398,0,277.5,88.5,-4.699999809,1470,14,6,6
12485,0,278.2999878,88,-1.600000024,319,14,6,7
12512,0,276.7000122,90,-2.700000048,417,14,6,8
12076,0,265.2999878,78.59999847,-3.299999952,387,14,6,9
12334,0,256.7999878,77.59999847,-1.700000048,408,14,6,10
13063,0,272.2999878,86.90000153,0.100000001,545,14,6,11
13077,0,280.8999939,73.40000153,0.800000012,350,14,6,12
12984,0,283.8999939,70.69999695,1.700000048,494,14,6,13
12792,565,287.2000122,69.40000153,2,448,14,6,14
13081,0,289.5,68.69999695,2,432,14,6,15
12389,0,277.2000122,73.19999695,-1.799999952,493,14,6,16
13463,0,291.2999878,79.30000305,-0.600000024,384,14,6,17
13661,0,297.6000061,82,0.300000012,378,14,6,18
13081,0,293.2999878,83,-0.300000012,394,14,6,19
13628,0,294.7999878,83.5,1.600000024,348,14,6,20
13305,0,294.8999939,84.5,0.400000006,319,14,6,21
12879,0,286.1000061,87.30000305,1.700000048,382,14,6,22
12244,0,274.8999939,89.59999847,1.5,339,14,6,23
13450,0,286,81.90000153,0.5,311,14,6,24
13771,0,292.7999878,70.59999847,-0.600000024,493,14,6,25
13591,0,292.7999878,73.30000305,1,314,14,6,26
13147,0,288.5,74.69999695,1.299999952,446,14,6,27
13374,0,287.6000061,90.30000305,2.299999952,379,14,6,28
13405,0,278.7000122,89.80000305,1.200000048,532,14,6,29
12091,0,272.2999878,82.30000305,0.400000006,460,14,6,30
12368,0,267.7999878,83.30000305,1.299999952,356,14,7,1
12446,0,273.3999939,83.5,-0.400000006,1190,14,7,2
12022,0,277.2999878,84.19999695,-1,366,14,7,3
13247,0,284.2000122,83.90000153,0.100000001,411,14,7,4
13280,0,285.1000061,83.59999847,-0.400000006,340,14,7,5
12718,0,286.3999939,80.40000153,-3,413,14,7,6
11814,0,267.1000061,85.5,-0.800000012,439,14,7,7
12710,0,273.1000061,87,-1.5,306,14,7,8
13051,0,277.2999878,86,0.200000003,344,14,7,9
12678,0,273.2999878,86.09999847,-4.800000191,224,14,7,10
12252,0,262.2000122,85,-6.199999809,272,14,7,11
12553,0,261,87.09999847,-1.399999976,364,14,7,12
12507,0,265.3999939,88.19999695,-1.799999952,247,14,7,13
11224,0,246.6000061,85.40000153,-0.400000006,336,14,7,14
12616,0,262.7999878,83.90000153,-0.300000012,368,14,7,15
12727,0,271.1000061,87.19999695,-1.299999952,406,14,7,16
12930,0,276,78.80000305,-0.300000012,1015,14,7,17
13242,0,283.1000061,72.40000153,0.600000024,333,14,7,18
13293,0,290.7000122,72.5,3.900000095,380,14,7,19
12761,0,278.2999878,72.19999695,1.5,371,14,7,20
11898,0,266.8999939,77.30000305,2.799999952,384,14,7,21
