Max_Demand_Day_MW,Shortage_During_Max_Demand_MW,Energy_Met_MU,Draw_Schedule_MU,OD_UD_MU,Max_OD_MU,Year,Month,Date
12719,0,277.2999878,154.3999939,2.099999905,352,18,1,2
14009,0,296.6000061,160.1000061,4,501,18,1,3
14373,-,301.5,165.1999969,2.299999952,465,18,1,4
14198,0,301.3999939,161.3000031,2.099999905,375,18,1,5
14236,0,301.3999939,160.6000061,2.900000095,401,18,1,6
13602,0,290,156.8000031,1.600000024,331,18,1,7
12910,0,273.8999939,151,2.599999905,338,18,1,8
13779,0,288.8999939,154.3000031,4.199999809,560,18,1,9
14245,0,292.5,151.1999969,3.799999952,25,18,1,10
13347,0,279.7999878,146.8000031,1.200000048,596,18,1,11
13801,0,277.7000122,148.3999939,2.5,444,18,1,12
13794,0,292.3999939,152.1000061,5,603,18,1,13
13757,0,284.2000122,150.3999939,4.199999809,544,18,1,14
11265,0,239.8999939,121.5999985,3.299999952,471,18,1,15
11480,0,229.5,112.5,7.099999905,447,18,1,16
11924,0,249.8000031,134.1000061,10.30000019,525,18,1,17
12918,0,269.2999878,147.3999939,1.5,495,18,1,18
13417,0,282,142.8999939,2.900000095,514,18,1,19
13574,0,274.1000061,139.6999969,4.099999905,561,18,1,20
13807,0,281.3999939,135.6000061,7.900000095,603,18,1,21
12610,0,267.3999939,135.1000061,1.799999952,411,18,1,22
13453,0,281.1000061,137.6000061,2.900000095,555,18,1,23
13958,0,291.2999878,152.3999939,2.299999952,640,18,1,24
14086,0,293,160.8000031,0.699999988,535,18,1,25
13833,0,289.1000061,164.1000061,-0.699999988,430,18,1,26
13116,0,269.2000122,153.8999939,-0.400000006,423,18,1,27
13584,0,279,151.8999939,3.5,652,18,1,28
12858,0,265.2999878,149.5,0.100000001,405,18,1,29
13695,0,281.2000122,150.3000031,1.299999952,518,18,1,30
13477,0,284,156,1.299999952,460,18,1,31
13643,0,290,159.8999939,1.299999952,680,18,2,1
14188,0,286.5,167.3000031,-0.400000006,506,18,2,2
14151,0,309.5,159.1999969,-0.699999988,428,18,2,3
13593,0,278.6000061,150.3999939,0.699999988,386,18,2,4
12437,0,261.2000122,146,-0.100000001,427,18,2,5
14043,0,278.8999939,156.3000031,0.300000012,508,18,2,6
14185,0,291.6000061,168.1999969,1.399999976,414,18,2,7
14120,0,293.2999878,177.1999969,0.200000003,439,18,2,8
13372,0,273.6000061,163.6999969,-0.699999988,465,18,2,9
14000,0,286.2999878,167.1999969,-0.200000003,349,18,2,10
13704,-,286.7000122,165.1000061,0,345,18,2,11
12557,0,267.5,150,-0.600000024,341,18,2,12
14384,0,285.2000122,165.3999939,0.400000006,481,18,2,13
14381,0,293.8999939,167.3999939,0.800000012,548,18,2,14
14192,0,295.7999878,166.6999969,-0.300000012,379,18,2,15
13999,0,301,162.3999939,1.200000048,814,18,2,16
14195,0,311.6000061,171.5,2.200000048,510,18,2,17
14000,0,305.3999939,172.8999939,1.399999976,576,18,2,18
12510,0,284.5,163.6999969,0.800000012,475,18,2,19
13968,0,301.3999939,164.3999939,1.700000048,596,18,2,20
14029,0,313.3999939,162.5,2.400000095,530,18,2,21
14500,0,314.5,160.3000031,0.600000024,576,18,2,22
14514,0,314.6000061,162.6000061,2,624,18,2,23
14270,0,316.5,163.1999969,-1.5,560,18,2,24
14037,0,310,155.8999939,0,1207,18,2,25
12940,0,285.5,141.8000031,0.300000012,485,18,2,26
14146,0,302.8999939,156.8999939,1.799999952,432,18,2,27
14538,0,314.7000122,153.3000031,-0.300000012,675,18,2,28
14681,0,317,155.5,0.699999988,564,18,3,1
14534,0,315.7000122,153,3,717,18,3,2
14589,0,309.3999939,158.8000031,0.899999976,485,18,3,4
13068,0,292.7000122,154,0.100000001,467,18,3,5
14282,0,310.7000122,159.6999969,1.100000024,528,18,3,6
14570,0,318.8999939,165.6000061,1.5,740,18,3,7
14782,0,320,166.8000031,-2,494,18,3,8
14855,0,322.3999939,153.6000061,1.5,540,18,3,9
14826,0,317,150.5,0.600000024,541,18,3,10
14052,0,307.2999878,147.8999939,-0.899999976,415,18,3,11
14742,0,310.7000122,127.5,-0.400000006,350,18,3,13
14066,0,314.3999939,137.3999939,3,684,18,3,14
14694,0,314.7999878,147.8000031,2,565,18,3,15
14741,0,320,155.6999969,1.600000024,587,18,3,16
13929,0,324.1000061,169.5,1.200000048,660,18,3,17
13494,0,293.2000122,159.8000031,-1.100000024,541,18,3,18
12241,0,276.6000061,144.8999939,-0.800000012,540,18,3,19
14195,0,314,151,-0.300000012,388,18,3,20
14595,0,314.6000061,153.1000061,1.200000048,328,18,3,21
14500,0,325,157.8999939,0.800000012,468,18,3,22
14442,0,330.7000122,155,1.399999976,573,18,3,23
14930,0,333.1000061,158.3999939,1.600000024,412,18,3,24
14288,0,334.8999939,166.3999939,1.600000024,613,18,3,25
13423,0,308.7000122,160.3000031,-1.700000048,391,18,3,26
14910,0,326.8999939,155.8000031,1.700000048,508,18,3,27
15101,0,336.8999939,166.3999939,2.900000095,630,18,3,28
15137,0,344.1000061,170.6000061,1.600000024,432,18,3,29
15193,0,346.3999939,169.8999939,0.5,381,18,3,30
15017,0,341.1000061,167.3999939,1.100000024,581,18,3,31
14436,0,331.8,169.1,0.9,499,18,4,1
13289,0,311.2,164.3,1.1,562,18,4,2
14549,0,328.6,165.5,1.5,639,18,4,3
14873,0,335.8,166.8,2.9,358,18,4,4
15115,0,337.2,164.6,3.2,608,18,4,5
14941,0,332.8,172.9,3,464,18,4,6
15194,0,340.1,184.9,2.5,368,18,4,7
14879,0,339.6,175.5,0.4,496,18,4,8
13529,0,322.7,163.3,0.6,554,18,4,9
14854,0,329.5,166.3,1.3,793,18,4,10
15163,0,339.3,176.1,0.4,405,18,4,11
15202,0,339.3,183.1,2.3,642,18,4,12
15235,0,342.9,188.8,1.4,623,18,4,13
15053,0,339.8,187.5,2.1,520,18,4,14
13834,0,322.8,172.2,1.8,520,18,4,15
13049,0,308.2,164.2,1.9,426,18,4,16
14922,0,332.2,176.2,2,819,18,4,17
15408,0,343.2,184.5,2.4,683,18,4,18
15279,0,346.8,175,1.4,394,18,4,19
15365,0,351,176.7,0.8,433,18,4,20
15261,0,350.5,169.5,2.5,409,18,4,21
14807,0,339.4,168.5,2.8,430,18,4,22
13772,0,324,163.9,1,428,18,4,23
15168,0,340,170.7,2.5,835,18,4,24
15183,0,346.6,174.3,1.7,535,18,4,25
15131,0,350.5,181.6,0.1,324,18,4,26
15185,0,349.9,186.3,1.7,837,18,4,27
15411,0,352.7,187.4,1,506,18,4,28
15398,0,350.3,179.2,2.1,491,18,4,29
14199,0,333,168.9,0.7,395,18,4,30
15388,0,338.6,163.6,1,446,18,5,1
13005,0,296.2,140.1,2.3,584,18,5,2
14838,0,315.8,146,-0.7,480,18,5,3
14754,0,323.5,160.4,4.8,1129,18,5,4
14684,0,314.7,157.3,-0.6,645,18,5,5
14264,0,320.3,154,0.5,499,18,5,6
13100,0,303.5,152.7,1.7,433,18,5,7
14480,0,325.3,155.5,-0.2,430,18,5,8
14180,0,321,151.1,-0.2,419,18,5,9
13998,0,316.9,149.2,0.8,525,18,5,10
14048,0,317.2,147.4,2,664,18,5,11
14608,0,327,156.7,0.5,601,18,5,12
14791,0,330.1,157.5,1.1,488,18,5,13
13209,0,309.1,148,3.8,578,18,5,14
14625,0,326.3,167,3.7,571,18,5,15
15039,0,330.7,184,1.1,444,18,5,16
14711,0,331,180.2,1.1,480,18,5,17
14881,0,331.6,179.2,0.6,371,18,5,18
14970,0,328,168.1,2.7,1058,18,5,19
13922,0,312,154.8,0.5,705,18,5,20
12980,0,302.1,126,-0.1,1022,18,5,21
14167,0,317.6,154.2,-1.6,553,18,5,22
14536,0,318.9,169.3,-3,568,18,5,23
14968,0,326.1,156.3,-1.8,414,18,5,24
14116,0,316.8,148.5,-0.4,430,18,5,25
13559,0,300.3,140.5,0.1,469,18,5,26
13917,0,307.3,145.6,1.1,562,18,5,27
12443,0,294.6,133,-0.3,740,18,5,28
14167,0,306.8,128.5,-1.5,684,18,5,29
14984,0,315.3,106.3,-2.4,589,18,5,30
15089,0,328.1,110.8,-1.5,513,18,5,31
15122,0,335.9,110.6,0.8,470,18,6,1
14438,0,332.5,128.1,-0.2,495,18,6,2
13742,0,312.8,123.9,0.5,888,18,6,3
11937,0,284.8,107.2,-0.8,623,18,6,4
13890,0,299.6,111.7,2.9,1256,18,6,5
14520,0,314.1,119.6,0,719,18,6,6
13706,0,314,105.9,-1.3,474,18,6,7
14094,0,302.6,94.7,-1.4,541,18,6,8
14281,0,305.6,95,-1.7,652,18,6,9
14319,0,299.2,95.5,0,480,18,6,10
12556,0,282.8,91.2,-3.2,611,18,6,11
15050,0,313.5,101.5,0.5,516,18,6,12
14506,0,322.8,95.2,-0.7,486,18,6,13
14795,0,323.4,100.4,1.5,746,18,6,14
14609,0,322.5,114.4,3.1,472,18,6,15
14855,0,335.7,116.1,0.4,430,18,6,16
14420,0,318.2,112.2,1.1,495,18,6,17
13306,0,293,95.9,-0.3,394,18,6,18
14800,0,316.1,101.2,1.7,647,18,6,19
14966,0,321.7,100.8,0.1,1079,18,6,20
15183,0,325.4,100.8,0.1,818,18,6,21
15020,0,326.5,99,1.9,758,18,6,22
14669,0,334.4,110.8,1.4,436,18,6,23
15118,0,332.7,116.8,2.5,493,18,6,24
13608,0,307.3,111.5,1.6,482,18,6,25
14666,0,320.8,115.4,2.1,546,18,6,26
14604,0,325.5,116.4,1.3,537,18,6,27
14440,0,323.4,109.7,-0.9,614,18,6,28
14247,0,323.1,110.9,3.2,890,18,6,29
14586,0,322.4,124.4,2.8,879,18,6,30
13868,0,308.2,130.5,5.2,580,18,7,1
12884,0,284.3,130.9,0.8,597,18,7,2
13861,0,295.2,125.1,0.2,493,18,7,3
13909,0,285.4,120.7,-0.6,394,18,7,4
14357,0,310.8,126.9,-2.8,589,18,7,5
14868,0,316.2,123.4,-2.6,370,18,7,6
15012,0,325.1,120.5,-2.4,417,18,7,7
14391,0,309.5,100.3,-3.3,716,18,7,8
12991,0,294.9,90.6,0.6,520,18,7,9
13655,0,306.3,100.2,-2.1,411,18,7,10
14012,0,306.6,100.1,-0.2,495,18,7,11
14004,0,300.1,104.3,-1.1,496,18,7,12
14066,0,299.4,98,-1.6,431,18,7,13
13944,0,301.3,97.5,-2.7,657,18,7,14
13383,0,297.4,110.5,-2,601,18,7,15
12743,0,281.4,110.8,-0.9,444,18,7,16
14059,0,297.7,109.9,-0.8,599,18,7,17
14711,0,309,106.6,-2.5,554,18,7,18
14717,0,320,102.8,-1.9,449,18,7,19
14720,0,325.8,104.7,-2.5,415,18,7,20
14566,0,320.1,93.3,-2.1,327,18,7,21
14233,0,315.7,94.6,0.2,477,18,7,22
13058,0,299.3,92.6,-0.1,653,18,7,23
14822,0,319.6,100.4,-0.3,424,18,7,24
14892,0,327.9,104.1,-1,406,18,7,25
14632,0,328.2,99.6,0,349,18,7,26
14668,0,327.8,99.6,-1.3,380,18,7,27
14860,0,327.3,96.3,-0.2,482,18,7,28
14762,0,328.1,100,-1,407,18,7,29
13346,0,307,92.9,-2.6,520,18,7,30
15061,0,324.4,100.3,-1.6,434,18,7,31
14250,0,321.6,96.9,-4.1,406,18,8,1
14882,0,320.2,95.7,-1.6,470,18,8,2
14322,0,320.2,95.6,-1.4,649,18,8,3
13970,0,312,91.8,-1.9,498,18,8,4
13953,0,299.7,89.5,-1.5,492,18,8,5
12947,0,294.8,83.9,-1.5,339,18,8,6
14587,0,309.6,86,-2.6,438,18,8,7
14275,0,313.3,88.3,-1.6,422,18,8,8
12168,0,270.3,67.9,-1,456,18,8,9
14318,0,305.3,82.6,-2.4,496,18,8,10
14273,0,314.5,86.8,-2,424,18,8,11
13984,0,301.7,85.4,-0.6,498,18,8,12
12539,0,277,73.8,-1.9,498,18,8,13
13839,0,294.1,82.7,-0.6,717,18,8,14
13243,0,282.5,80.5,-2.6,717,18,8,15
11565,0,254.2,65,-3.8,558,18,8,16
13377,0,272.1,77.8,-2.2,404,18,8,17
14508,0,294.6,77.7,0.5,490,18,8,18
14107,0,289.6,81.2,-1.5,505,18,8,19
12490,0,284.4,78.7,-0.4,588,18,8,20
14761,0,304.9,91.1,-0.4,442,18,8,21
14984,0,317,92.9,-1,399,18,8,22
14464,0,325.8,105.7,1.7,561,18,8,23
14950,0,323.9,102.9,1.2,785,18,8,24
14653,0,322.3,113.4,0.3,410,18,8,25
14681,0,316.2,109,0.5,501,18,8,26
12607,0,285.3,85.9,-1.7,549,18,8,27
14207,0,302.7,92.2,-1.4,498,18,8,28
14135,0,302,93.9,-2.1,420,18,8,29
14211,0,302.4,90.3,1.6,497,18,8,30
14189,671,308.1,94.9,3.4,957,18,8,31
14490,0,300.3,97.1,3.1,650,18,9,1
13592,0,289,85.7,0.1,561,18,9,2
12599,0,265.1,82,-1,507,18,9,3
14417,0,300.2,101.3,3.3,552,18,9,4
14865,0,315.1,116.9,1.4,495,18,9,5
14821,0,319.4,105.1,1.1,489,18,9,6
14946,0,324.3,100.4,-1,529,18,9,7
14445,0,324.7,101.6,1.3,495,18,9,8
14521,0,325,113.9,4.3,868,18,9,9
13007,0,294.7,129.3,5.7,775,18,9,10
13573,0,297.7,134.3,6.5,1083,18,9,11
14350,0,320.2,157.1,1,816,18,9,12
14564,0,319.4,154.2,2.3,498,18,9,13
14131,0,313.3,149.4,-0.2,489,18,9,14
14441,0,313.7,151.7,-1.8,400,18,9,15
13962,0,305.5,134.8,-1.2,430,18,9,16
12199,0,276.9,108.6,-1.6,501,18,9,17
13546,0,284.9,104.2,-1.5,555,18,9,18
14135,0,295.6,102.7,-3.4,380,18,9,19
14002,0,292.6,104.5,-1.8,565,18,9,20
13915,0,295.2,108.3,-1.4,494,18,9,21
14406,0,310.6,103,0.9,491,18,9,22
14065,0,312.1,130.6,6.7,1239,18,9,23
12953,0,290.8,157.2,0.7,607,18,9,24
14106,0,299.8,159.3,2.7,756,18,9,25
14624,0,312.6,177.7,-1.1,450,18,9,26
14310,0,317.8,173.5,2.1,670,18,9,27
13814,0,314.2,173.6,3.1,1217,18,9,28
13793,0,306.4,176.2,-1.2,493,18,9,29
13886,0,300.6,171.5,0.2,490,18,9,30
12446,0,283.4,154.4,1.4,593,18,10,1
13696,0,295,170.6,0.7,650,18,10,2
12308,0,277,156.2,0.6,600,18,10,3
13230,0,280.2,170.1,0.1,810,18,10,4
13175,0,268.2,156.4,2.1,600,18,10,5
12341,0,262.2,152.4,1.4,925,18,10,6
12078,0,254.1,147.8,1.4,431,18,10,7
11488,0,244.2,141.8,0.4,473,18,10,8
12309,0,261.2,145.4,-0.2,567,18,10,9
13294,0,270.7,145,-1.1,457,18,10,10
13393,0,285.2,135.7,0.6,541,18,10,11
13251,0,290.1,133.5,3.5,600,18,10,12
13917,0,300.7,139.6,2.3,762,18,10,13
13686,0,307.2,132.9,3.6,638,18,10,14
12635,0,289,129.9,1.8,490,18,10,15
13670,0,294.1,133.7,1.8,444,18,10,16
13520,0,299,149.2,-0.2,603,18,10,17
13085,0,286.8,143.1,-0.2,602,18,10,18
11636,0,254.1,120.6,0,439,18,10,19
12518,0,268.9,127,2,768,18,10,20
13229,0,273.1,129.9,1.8,455,18,10,21
12063,0,262.4,127,-0.5,472,18,10,22
13871,0,280.7,133.1,1.1,494,18,10,23
13739,0,292.3,141.9,1.3,494,18,10,24
14540,0,300.4,150.4,2.3,490,18,10,25
14470,0,302.6,153.7,2.2,488,18,10,26
14485,0,307.7,150.9,0.3,443,18,10,27
14354,0,309.7,148,2.9,657,18,10,28
12939,0,286,139.1,0.8,555,18,10,29
13572,0,300.2,152,4.4,1048,18,10,30
14741,0,312.5,154,4.8,809,18,10,31
14668,0,313,156,4.1,753,18,11,1
14336,0,297.8,150.5,0.1,465,18,11,2
13841,0,283.9,138.1,-0.7,406,18,11,3
12541,0,272.4,134.3,-0.4,553,18,11,4
11873,0,256.6,124.2,-1.4,475,18,11,5
12333,0,254.2,130.1,0.6,608,18,11,6
10297,0,216.9,112,1,596,18,11,7
10975,0,221.4,120.8,-0.9,514,18,11,8
12500,0,251.1,137.6,-1.1,415,18,11,9
13497,0,272.9,141.3,2.1,539,18,11,10
13292,0,283.3,144.4,1.4,524,18,11,11
12432,0,274.5,142.5,1.6,382,18,11,12
13754,0,291.1,150.3,3.1,710,18,11,13
14219,0,296,152.5,1.7,425,18,11,14
14683,0,300.1,150.3,2,593,18,11,15
13948,0,300.1,145,1.6,442,18,11,16
12598,0,244.3,122.6,-0.3,407,18,11,17
11284,0,253,135.9,-1,379,18,11,18
11157,0,243.7,134.8,-0.9,297,18,11,19
12934,0,265.8,136.7,0.4,484,18,11,20
12826,0,268.9,143.9,0.3,502,18,11,21
12609,0,266.6,135.3,0.7,414,18,11,22
12776,0,256,136.3,0.7,567,18,11,23
12457,0,257.1,134,-0.8,397,18,11,24
12634,0,256.6,130.1,-1.5,297,18,11,25
11489,0,239.2,119,-0.6,371,18,11,26
12882,0,259.7,130.8,0.8,639,18,11,27
12929,0,267.6,128.6,-0.7,523,18,11,28
13395,0,275.7,128,0.5,566,18,11,29
12689,0,269.7,129.9,-2.1,531,18,11,30
13164,0,267.2,120.8,0.3,450,18,12,1
12939,0,265.6,116.1,-1,415,18,12,2
11636,0,248.9,109.8,-0.2,812,18,12,3
13588,0,273.8,126.7,1.2,499,18,12,4
14220,0,271.1,128.4,0.7,723,18,12,5
13000,0,270.2,126,2.3,1447,18,12,6
13438,0,274.3,127.5,1.2,394,18,12,7
13759,0,284.1,129,2.6,771,18,12,8
13300,0,287.5,128.3,2,473,18,12,9
12186,0,262.4,119.7,1.2,496,18,12,10
13816,0,283.6,129.2,1.3,477,18,12,11
14241,0,292.5,139.7,2.4,609,18,12,12
14141,0,296.2,148.4,1.4,451,18,12,13
13778,0,298.2,150.2,0.9,654,18,12,14
14227,0,301,147.8,0.5,316,18,12,15
14168,0,288.8,142.4,0.5,431,18,12,16
12740,0,271.1,132.9,-0.9,495,18,12,17
14165,0,289.7,137.7,-0.6,376,18,12,18
14297,0,299.3,155.2,2,672,18,12,19
13822,0,298,158.3,-0.3,359,18,12,20
14520,0,301.5,154,1,586,18,12,21
14368,0,305,158.6,0.5,441,18,12,22
13844,0,297.3,161.2,-0.7,414,18,12,23
12334,0,259.5,133.5,-0.5,539,18,12,24
13730,0,276.4,146.9,0,409,18,12,25
13391,0,282.9,143.5,0.9,429,18,12,26
14106,0,290.6,149.7,1.1,394,18,12,27
14280,0,302,155.9,0.4,405,18,12,28
14193,0,303.9,157,0.5,404,18,12,29
13431,0,287.1,151.6,-0.2,301,18,12,30
12210,0,261,129.1,-0.2,391,18,12,31
13631,0,279.7,136.4,-0.7,364,19,1,1
13140,0,270,128.8,-0.4,490,19,1,2
13812,0,279.2,138.3,-0.9,493,19,1,3
14123,0,287.9,136.1,-0.1,425,19,1,4
13887,0,289.4,136.2,-0.3,602,19,1,5
13617,0,281.3,126.7,0.8,950,19,1,6
13016,0,267.8,122.5,-0.2,655,19,1,7
14114,0,285,131.6,1,498,19,1,8
14132,0,296.5,138,0.6,453,19,1,9
14104,0,296.1,136.5,-0.9,417,19,1,10
14194,0,293.2,137.3,0.3,440,19,1,11
14213,0,295.2,148.3,0.9,493,19,1,12
13407,0,290.2,150.5,1.6,697,19,1,13
12786,0,275.1,137.1,1.4,530,19,1,14
13452,0,275.1,135.7,-0.3,636,19,1,15
11846,0,240.3,114.9,-0.7,375,19,1,16
11134,0,227.9,114.1,-1.6,351,19,1,17
11368,0,238.1,121.7,-0.4,683,19,1,18
13145,0,265.1,137.5,0.5,404,19,1,19
13110,0,268,144.7,0.9,412,19,1,20
12473,0,264.6,139.9,0.3,439,19,1,21
13444,0,278.2,146.4,0.6,564,19,1,22
13867,0,281.6,145.5,-0.5,493,19,1,23
13966,0,289.8,142.4,-0.1,522,19,1,24
14462,0,294.9,147.2,0.4,519,19,1,25
14339,0,298.9,159.7,1,497,19,1,26
12940,0,283.2,152.5,-0.1,495,19,1,27
12659,0,272.9,148.6,0.5,431,19,1,28
14111,0,295,156.8,-0.2,431,19,1,29
14209,0,297.2,151.2,-1,398,19,1,30
14063,0,304.7,148,-1.4,462,19,1,31
14179,0,301.5,148.6,0,518,19,2,1
14262,0,302.2,156.1,-0.9,531,19,2,2
13953,0,294.6,148.4,-0.3,474,19,2,3
13065,0,282.4,142,-1.3,448,19,2,4
14104,0,296.5,150.7,-1.2,489,19,2,5
14372,0,303.4,156.5,-0.5,400,19,2,6
14594,0,310.3,160.2,-1,577,19,2,7
14566,0,311.4,166.7,-0.4,492,19,2,8
14817,0,318.9,170.3,0.3,433,19,2,9
14855,0,313.6,175.2,-1.9,615,19,2,10
13178,0,291,163,-0.7,495,19,2,11
14451,0,301.7,153.7,-0.9,492,19,2,12
14914,0,309.9,144.8,-0.8,488,19,2,13
14617,0,310.6,153.6,0.3,563,19,2,14
14521,0,313.9,168.9,-0.8,514,19,2,15
14764,0,321.4,172.8,0.2,672,19,2,16
14855,0,315.8,173.1,-0.1,438,19,2,17
13330,0,301,165.1,-0.4,554,19,2,18
14999,0,319.7,168.4,0.7,570,19,2,19
15115,0,330.9,174.3,0.6,489,19,2,20
15265,0,326,162.7,-1,486,19,2,21
15104,0,323,163.7,-1.8,558,19,2,22
14719,0,321,162.2,-0.7,540,19,2,23
14494,0,318.7,158.6,-0.3,758,19,2,24
13149,0,294.7,150.4,-0.5,600,19,2,25
15042,0,318.5,167.4,0.2,505,19,2,26
14928,0,327.6,177,-0.3,467,19,2,27
14845,0,332.8,177.8,-0.6,485,19,2,28
15562,0,335.5,176.2,0.5,492,19,3,1
15426,0,340.9,186.5,-0.2,469,19,3,2
15484,0,334.6,184.3,-0.7,502,19,3,3
13882,0,312.9,167.3,-0.9,599,19,3,4
15424,0,334.5,188.7,-1.1,504,19,3,5
15414,0,343.9,189.8,-0.6,430,19,3,6
15518,0,344.3,190.3,-1.6,462,19,3,7
15691,0,347.7,193.4,-0.8,405,19,3,8
15267,0,349,182.1,-0.2,485,19,3,9
15240,0,344.7,184.1,-0.8,426,19,3,10
14085,0,319.5,168.7,-1.3,477,19,3,11
15844,0,340.7,185.9,-0.9,385,19,3,12
15689,0,343,193.8,-1.2,443,19,3,13
15511,0,340,187.1,-1.1,568,19,3,14
15745,0,341.4,184.5,-0.8,417,19,3,15
15218,0,340.8,185.2,-0.8,396,19,3,16
15364,0,339.5,185,-0.3,453,19,3,17
13879,0,313.3,171,-0.9,486,19,3,18
15692,0,338.2,185.2,-0.3,575,19,3,19
15757,0,348,191.3,0.1,663,19,3,20
15681,0,349.7,193.6,-0.4,438,19,3,21
15366,0,339.8,190.6,0.1,569,19,3,22
15988,0,347.6,198.8,0.5,403,19,3,23
15602,0,349.2,194.6,1.6,495,19,3,24
14329,0,328.1,176.2,0.2,498,19,3,25
16129,0,345.9,189.8,-0.4,499,19,3,26
15879,0,341.9,193.4,0.2,418,19,3,27
15536,0,350.1,201,-0.2,540,19,3,28
15325,0,346,193.7,-0.4,407,19,3,29
15924,0,351.1,194.8,0.3,510,19,3,30
15568,0,349.3,195,0,600,19,3,31
